"Providence, RI",18:25
"Birmingham, England",18:25
"New Orleans, LA",18:25
"Grand Rapids, MI",18:25
"Smyrna, DE",18:25
"Ellicott City, MD",18:25
"Edison, NJ",18:25
"Ellicott City, MD",18:25
"Birmingham, England",18:25
"Brooklyn, NY",18:25
Miranda,18:25
"Queens, NY",18:25
"Long Beach, NY",18:25
"Fort Belvoir, VA",18:25
"Pennsylvania, USA",18:25
"Chicago, IL",18:26
"Red Hill, SC",18:26
"Dorneyville, PA",18:26
"Philadelphia, PA",18:26
"Ellicott City, MD",18:26
"Garland, TX",18:26
"Birmingham, England",18:26
"Smithsburg, MD",18:26
"Manhattan, NY",18:26
"Williamsburg, VA",18:26
"Birmingham, England",18:26
"Jersey City, NJ",18:26
"Toronto, Ontario",18:26
"Kennedy Mills, NJ",18:26
"Tulsa, OK",18:26
"Brooklyn, NY",18:27
"Alexandria, VA",18:27
"Lovettsville, VA",18:27
"Mississippi, USA",18:27
"King of Prussia, PA",18:27
"Bronx, NY",18:27
"Washington, DC",18:27
"Manhattan, NY",18:27
"Birmingham, England",18:27
"Philadelphia, PA",18:27
"Abingdon, MD",18:27
"Waukegan, IL",18:27
"Philadelphia, PA",18:27
"Rio de Janeiro, Brasil",18:27
"Virginia, USA",18:27
"Reston, VA",18:27
"Borough Park, Brooklyn",18:27
"The Woodlands, TX",18:27
"Pennsylvania, USA",18:27
"Washington, DC",18:27
"Manhattan, NY",18:27
"Nashville, TN",18:28
"Bolton, England",18:28
"Maryland, USA",18:28
"College Park, MD",18:28
"Kutztown, PA",18:28
"Dale City, VA",18:28
"Alexandria, VA",18:28
"Ames, Galicia",18:28
"Chicago, IL",18:28
"Manhattan, NY",18:28
"Lake Havasu City, AZ",18:28
"Los Angeles, CA",18:28
"Park City, UT",18:29
"Birmingham, England",18:29
"Fulton, KY",18:29
"Washington, DC",18:29
"Hoboken, NJ",18:29
"Brooklyn, NY",18:29
"Beltsville, MD",18:29
"Philadelphia, PA",18:29
"Takoma Park, MD",18:29
"Manhattan, NY",18:29
"Washington, DC",18:29
"Dennis, MA",18:29
"Manhattan, NY",18:29
"Laurel, MD",18:29
"Manhattan, NY",18:30
"New York, USA",18:30
"Queens, NY",18:30
"Philadelphia, PA",18:30
"Yorklyn, PA",18:30
"Manhattan, NY",18:30
"Connecticut, USA",18:30
"Arlington, Jacksonville",18:30
"Manhattan, NY",18:31
"Westfield, NJ",18:31
"South Orange, NJ",18:31
"Robbinsdale, MN",18:31
"Washington, DC",18:31
"New Brunswick, NJ",18:31
"Fultonville, NY",18:31
"Marblehead, MA",18:31
"Manhattan, NY",18:31
"Society Hill, NJ",18:31
"College Park, MD",18:31
"Shoreham, NY",18:31
"La Plata, MD",18:31
"Washington, DC",18:31
"Plainfield, NJ",18:31
"Manhattan, NY",18:31
"Arizona, USA",18:32
"Manhattan, NY",18:32
"Hollywood, FL",18:32
"South Carolina, USA",18:32
"Overlea, MD",18:32
"Manhattan, NY",18:32
"Joliet, IL",18:32
"Brooklyn, NY",18:32
"Rockville, MD",18:32
"Washington, DC",18:32
"Manhattan, NY",18:33
"Accra, Ghana",18:33
"Providence, RI",18:33
"Washington, DC",18:33
"Queens, NY",18:33
"Chillum, MD",18:33
"Winnipeg, Manitoba",18:33
"Baltimore, MD",18:33
"Baltimore, MD",18:33
"Birmingham, England",18:33
"Manhattan, NY",18:33
"Washington, DC",18:33
"Pennsylvania, USA",18:33
"Manhattan, NY",18:33
"Greensboro, NC",18:33
"Brooklyn, NY",18:33
"Pennsylvania, USA",18:33
"Park City, UT",18:33
"Brooklyn, NY",18:33
"Mayo, Ireland",18:33
"Tysons Corner, VA",18:33
"Philadelphia, PA",18:34
"Pennsylvania, USA",18:34
"Conway, FL",18:34
"Texas, USA",18:34
"Virginia, USA",18:34
"Birmingham, England",18:34
"Manhattan, NY",18:34
"Rancocas, NJ",18:34
"Manhattan, NY",18:34
"Gilbert, AZ",18:34
"National City, CA",18:34
"Manhattan, NY",18:34
"Birmingham, England",18:34
"Washington, DC",18:34
"Morgantown, WV",18:34
"Birmingham, England",18:34
"Washington, DC",18:34
"Jersey City, NJ",18:34
"Hyattsville, MD",18:35
"Queens, NY",18:35
"Arizona, USA",18:35
"Bayonne, NJ",18:35
"Maryland, USA",18:35
"South Carolina, USA",18:35
"Washington, DC",18:35
"Birmingham, England",18:35
"Tacoma, WA",18:35
"Washington, DC",18:35
"Easton, PA",18:35
"Port Vue, PA",18:35
"Great Alne, England",18:35
"Birmingham, England",18:35
"Manhattan, NY",18:35
"Manhattan, NY",18:35
"Staten Island, NY",18:35
"Maesycwmmer, Wales",18:35
"Cockeysville, MD",18:35
"Birmingham, England",18:35
"Manhattan, NY",18:36
"Germantown, MD",18:36
"Birmingham, England",18:36
"Hoboken, NJ",18:36
"New York, USA",18:36
"Queens, NY",18:36
"Manhattan, NY",18:36
"Brooklyn, NY",18:36
"Burnaby, British Columbia",18:36
"Pumphrey, MD",18:36
"Washington, DC",18:36
"Overland Park, KS",18:36
"Moon, PA",18:36
"Birmingham, England",18:37
"Flatiron, Manhattan",18:37
"Texas, USA",18:37
"Brooklyn, NY",18:37
"Birmingham, England",18:37
"Bloomfield Township, MI",18:37
"Arizona, USA",18:37
"Manhattan, NY",18:37
"Redan, GA",18:37
"Washington, DC",18:37
"Queens, NY",18:37
"Missouri, USA",18:37
"Park City, UT",18:37
"Overlea, MD",18:37
"Fort Worth, TX",18:37
"College Park, MD",18:38
"Manhattan, NY",18:38
"Brooklyn, NY",18:38
Saint Martin,18:38
"Arizona, USA",18:38
"Washington, DC",18:38
"Washington, DC",18:38
"Washington, DC",18:38
"Virginia, USA",18:38
"Fort Lauderdale, FL",18:38
"Manhattan, NY",18:38
"Queens, NY",18:38
"Raleigh, NC",18:38
"Pennsylvania, USA",18:38
"Groveton, VA",18:38
"Manhattan, NY",18:38
"West Virginia, USA",18:38
"Morgantown, WV",18:39
"Manhattan, NY",18:39
"Eatontown, NJ",18:39
"Manhattan, NY",18:39
"Richmond, VA",18:39
"Los Angeles, CA",18:39
"Washington, DC",18:39
"Burke, VA",18:39
"Manhattan, NY",18:39
"Pennsylvania, USA",18:39
"North Bergen, NJ",18:39
"Mill Valley, CA",18:39
"Pensacola, FL",18:40
"Alexandria, VA",18:40
"Cohasset, MA",18:40
"Greenbelt, MD",18:40
"Portland, OR",18:40
"Washington, DC",18:40
"Los Angeles, CA",18:51
"Alexandria, VA",18:51
"Southington, CT",18:51
"Birmingham, England",18:51
"Linthicum, MD",18:51
"Greenbelt, MD",18:51
"Westfield, IN",18:51
"South Carolina, USA",18:51
"Carlisle, England",18:51
"New Jersey, USA",18:51
"Maryland, USA",18:51
"Montgomery Village, MD",18:51
"Flourtown, PA",18:51
"Mitchellville, MD",18:51
"Philadelphia, PA",18:52
"Philadelphia, PA",18:52
"Friendship Heights Village, MD",18:52
"Queens, NY",18:52
"Manhattan, NY",18:52
"State College, PA",18:52
"Birmingham, England",18:52
"Queens, NY",18:52
"Laguna Niguel, CA",18:52
"Moscow, ID",18:52
"Brooklyn, NY",18:52
"Washington, DC",18:52
"Lake Ridge, VA",18:52
"Staten Island, NY",18:53
"Hounslow, London",18:53
"Manhattan, NY",18:53
"Silver Spring, MD",18:53
"Manhattan, NY",18:53
"Nazca, Peru",18:53
"Manhattan, NY",18:53
"St Paul, MN",18:53
"Mayo, Ireland",18:53
"Washington, DC",18:53
"Washington, DC",18:53
"Temple, TX",18:53
"Fieldsboro, NJ",18:53
"Birmingham, England",18:53
"Brooklyn, NY",18:53
"Manhattan, NY",18:53
Togo,18:53
"Washington, DC",18:53
"Virginia, USA",18:53
"Manhattan, NY",18:53
"Queens, NY",18:54
"Fredericksburg, VA",18:54
"Houston, TX",18:54
"Nazca, Peru",18:54
"Southaven, MS",18:54
"Mitchellville, MD",18:54
"Manhattan, NY",18:54
"San Antonio, TX",18:54
"Philadelphia, PA",18:54
"Brooklyn, NY",18:54
"Brooklyn, NY",18:54
"Manhattan, NY",18:54
"Green Bay, WI",18:54
"Tysons Corner, VA",18:54
"Glendora, NJ",18:55
"Westhampton Beach, NY",18:55
"Birmingham, England",18:55
"Brooklyn, NY",18:55
"Manhattan, NY",18:55
"Washington, DC",18:55
"Emeryville, CA",18:55
"St Louis, MO",18:55
"Greenbelt, MD",18:55
"Manhattan, NY",18:55
"Manhattan, NY",18:55
"Manhattan, NY",18:55
"Washington, DC",18:55
"Woodburn, OR",18:55
"Lovettsville, VA",18:55
"Houston, TX",18:55
"Richardson, TX",18:55
"Brooklyn, NY",18:55
"North Bellmore, NY",18:55
"Channahon, IL",18:55
"Plainview, TX",18:55
"Plainsboro, NJ",18:55
"Rocky Hill, CT",18:55
"Amsterdam, North Holland",18:55
"Arlington, VA",18:55
"Queens, NY",18:55
"Washington, DC",18:55
"Washington, DC",18:55
"Washington, DC",18:55
Mexico,18:55
"Birmingham, England",18:55
"Manhattan, NY",18:55
"Cincinnati, OH",18:56
"College Park, MD",18:56
Gibraltar,18:56
"Arlington, VA",18:56
"Manhattan, NY",18:56
"Washington, DC",18:56
"Manhattan, NY",18:56
"Anchorage, AK",18:56
"Morgantown, WV",18:56
"Manhattan, NY",18:56
"Birmingham, England",18:56
"Islamabad, Pakistan",18:56
"Highland, CA",18:56
"Owings Mills, MD",18:56
"Brooklyn, NY",18:56
"Washington, DC",18:57
"Queens, NY",18:57
"Birmingham, England",18:57
"Maryland, USA",18:57
"Saddle Brook, NJ",18:57
"Baltimore, MD",18:57
"Salt Lake City, UT",18:57
"Washington, DC",18:57
"Birmingham, England",18:57
"Phoenix, AZ",18:57
"Lattingtown, NY",18:57
"Avery Creek, NC",18:57
Mexico,18:57
"Gilbert, AZ",18:57
"Brentwood, NY",18:57
"Ocean Grove, NJ",18:57
"Manhattan, NY",18:57
"Philadelphia, PA",18:57
"Queens, NY",18:57
"Oxon Hill, MD",18:57
"Greenbelt, MD",18:58
"Los Angeles, CA",18:58
"Los Angeles, CA",18:58
"Springfield, VA",18:58
"Mons, Belgique",18:58
"Pennsylvania, USA",18:58
"Virginia, USA",18:58
"North Lindenhurst, NY",18:59
"Central Park, Manhattan",18:59
"Manassas, VA",18:59
"Washington, DC",18:59
"Fort Lee, VA",18:59
"Baltimore, MD",18:59
"Pennsburg, PA",18:59
"Fairfax, VA",18:59
"North Potomac, MD",18:59
"Glenarden, MD",18:59
"Manhattan, NY",18:59
"Philadelphia, PA",18:59
"Brooklyn, NY",18:59
"Georgia, USA",18:59
"Gainesville, VA",18:59
"Arlington, VA",18:59
"Adelphi, MD",19:00
"Virginia, USA",19:00
"Virginia, USA",19:00
"Wadsworth, OH",19:00
"Manhattan, NY",19:00
"Lansdowne, VA",19:00
"Washington, DC",19:00
"Washington, DC",19:00
"Manhattan, NY",19:00
"Wokingham, England",19:00
"Bethesda, MD",19:00
"Greenbelt, MD",19:00
"Washington, DC",19:00
"Manassas, VA",19:00
"Manhattan, NY",19:00
"Nashville, TN",19:00
"Asheville, NC",19:00
Rab's Country Lanes,19:00
"Bloomingdale, Washington",19:01
"Long Valley, NJ",19:01
"Austin, TX",19:01
"Indiana, PA",19:01
"Manhattan, NY",19:01
"Brooklyn, NY",19:01
"North Canton, OH",19:01
"Arlington, VA",19:01
"Boston, MA",19:01
"Missouri, USA",19:01
"Knoxville, TN",19:01
"Los Gatos, CA",19:01
"Philadelphia, PA",19:01
"Brooklyn, NY",19:01
"Olney, MD",19:01
"Long Valley, NJ",19:01
"Maryland, USA",19:01
"Queens, NY",19:02
"Catlettsburg, KY",19:02
"Atherton, CA",19:02
"Lowes Island, VA",19:02
"Alabama, USA",19:02
"Hamilton Square, NJ",19:02
"Manhattan, NY",19:02
"Virginia, USA",19:02
"City of London, London",19:02
"Queens, NY",19:02
"Ohio, USA",19:02
"Long Beach, CA",19:02
"Madrid, Comunidad de Madrid",19:02
"Manhattan, NY",19:02
"Manchester, England",19:02
"Washington, DC",19:02
"Washington, DC",19:02
"Brooklyn, NY",19:02
"Washington, DC",19:03
"Brooklyn, NY",19:03
"Downingtown, PA",19:03
"Long Valley, NJ",19:03
"Manhattan, NY",19:03
"Queens, NY",19:03
"Queens, NY",19:03
"Selby-on-the-Bay, MD",19:03
"Greenbelt, MD",19:03
"Nashville, TN",19:03
"Baltimore, MD",19:03
"West Orange, NJ",19:03
"Society Hill, NJ",19:03
"Nashville, TN",19:03
"North Bethesda, MD",19:03
"Frederick, MD",19:03
"Pennsburg, PA",19:03
"Manhattan, NY",19:03
"Brooklyn, NY",19:03
"Sacramento, CA",19:04
"Baltimore, MD",19:04
"Manhattan, NY",19:04
"Washington, DC",19:04
"West Springfield, VA",19:04
"Carolina, Puerto Rico",19:04
"Washington, DC",19:04
"Gainesville, FL",19:04
"Yonkers, NY",19:04
"Lodi, NJ",19:04
"Manhattan, NY",19:04
"Dublin City, Ireland",19:04
"Staten Island, NY",19:04
"Manhattan, NY",19:04
"Delaware, USA",19:04
"Baltimore, MD",19:04
"Washington, DC",19:04
"New York, USA",19:04
"St Augustine, FL",19:05
"Manhattan, NY",19:05
"Washington, DC",19:05
"Montclair, NJ",19:05
"Manhattan, NY",19:05
"Montclair, VA",19:05
"Virginia, USA",19:05
"Weehawken, NJ",19:05
"Hoboken, NJ",19:05
"Chicago, IL",19:05
"Tysons Corner, VA",19:05
"Salem, NH",19:05
"Sandy Spring, MD",19:05
"Washington, DC",19:05
"Lowell, MA",19:05
"Lincoln, NE",19:05
"Arbutus, MD",19:06
"Arlington, VA",19:06
"Greenbelt, MD",19:06
"Washington, DC",19:06
"Brooklyn, NY",19:06
"Rye, NY",19:06
"Philadelphia, PA",19:06
"Teaneck, NJ",19:06
"Laurelton, Queens",19:06
"Washington, DC",19:06
"Iselin, NJ",19:06
"Nashville, TN",19:06
"Queens, NY",19:06
"Sandy Spring, MD",19:06
"Lutherville, MD",19:06
"Washington, DC",19:06
"Central Park, Manhattan",19:06
"Delaware, USA",19:06
"Arbutus, MD",19:06
"Baltimore, MD",19:06
"Montclair, NJ",19:06
"Queens, NY",19:07
"Pennsburg, PA",19:07
Momofuku Noodle Bar,19:07
"Providence, RI",19:07
"Philadelphia, PA",19:07
"Washington, DC",19:07
"Philadelphia, PA",19:07
"Manhattan, NY",19:07
"Central Park, Manhattan",19:07
"Philadelphia, PA",19:07
"Fairfax, VA",19:07
"Manhattan, NY",19:07
"Kearny, NJ",19:07
"Alexandria, VA",19:08
"Philadelphia, PA",19:08
"Philadelphia, PA",19:08
"Manhattan, NY",19:08
"Stony Brook, NY",19:08
"Sandy Spring, MD",19:08
"Washington, DC",19:08
"Philadelphia, PA",19:08
"Los Angeles, CA",19:08
"Alexandria, VA",19:08
"Philadelphia, PA",19:08
"Manhattan, NY",19:08
"Manhattan, NY",19:08
"Loudoun Valley Estates, VA",19:08
"Philadelphia, PA",19:08
"Queens, NY",19:08
"Stony Brook, NY",19:08
"Nashville, TN",19:08
"Washington, DC",19:08
"South Dublin, Ireland",19:08
"Lutherville, MD",19:08
"Cape St Claire, MD",19:08
"Montclair, NJ",19:08
"West Virginia, USA",19:08
"Philadelphia, PA",19:09
"Massachusetts, USA",19:09
"Redmond, WA",19:09
"Landover, MD",19:09
"Freehold, NJ",19:09
"Oradell, NJ",19:09
"Cliffside Park, NJ",19:09
"Manhattan, NY",19:09
"Woburn, MA",19:09
"Washington, DC",19:09
"Brooklyn, NY",19:09
"Linden, NJ",19:09
"Guiseley, England",19:09
"Fairfax, VA",19:09
"Pasadena, CA",19:10
"Manhattan, NY",19:10
"Brooklyn, NY",19:10
"Queens, NY",19:10
"Washington, DC",19:10
"West Chester, PA",19:10
"Hempstead, NY",19:19
"Healdsburg, CA",19:19
"Philadelphia, PA",19:19
"Fairfax Station, VA",19:19
"Washington, DC",19:19
"Baltimore, MD",19:20
"Washington, DC",19:20
"Washington, DC",19:20
"Queens, NY",19:20
"Brooklyn, NY",19:20
"Philadelphia, PA",19:20
"Manhattan, NY",19:20
"Glen Allen, VA",19:20
"Columbus, OH",19:20
"Ellicott City, MD",19:20
"North Bethesda, MD",19:20
"Oceanside, NY",19:20
"Washington, DC",19:20
"Queens, NY",19:21
"Congers, NY",19:21
"Manhattan, NY",19:21
"Maryland, USA",19:21
"New York, NY",19:21
"South Carolina, USA",19:21
"New Jersey, USA",19:21
"Fairfax, VA",19:21
"Center Moriches, NY",19:21
"Brooklyn, NY",19:21
"Philadelphia, PA",19:21
"Windsor, CT",19:21
"West New York, NJ",19:21
"Manhattan, NY",19:21
"Manhattan, NY",19:21
"Hempstead, NY",19:21
"Brooklyn, NY",19:21
"Arlington, VA",19:21
"Reggio nell'Emilia, Emilia Romagna",19:22
"Manhattan, NY",19:22
"Gettysburg, PA",19:22
"Washington, DC",19:22
"Philadelphia, PA",19:22
"Maryland, USA",19:22
"Queens, NY",19:22
"Tallahassee, FL",19:22
"Manhattan, NY",19:22
"Kennesaw, GA",19:22
"Brooklyn, NY",19:22
"Cardiff, NJ",19:22
"Manhattan, NY",19:23
"Washington, DC",19:23
"Pennsylvania, USA",19:23
"South Riding, VA",19:23
"Washington, DC",19:23
"Washington, DC",19:23
"Washington, DC",19:23
"Roseville, CA",19:23
"Annandale, VA",19:23
"Manhattan, NY",19:23
"Arlington, VA",19:23
"Brooklyn, NY",19:23
"New York, USA",19:23
"Washington, DC",19:23
"Philadelphia, PA",19:23
"Stony Brook, NY",19:23
"Washington, DC",19:23
"Brooklyn, NY",19:23
"Montgomery, NJ",19:23
"Phoenix, AZ",19:23
"Orange, NJ",19:23
"Philadelphia, PA",19:23
"Scugog, Ontario",19:23
"Philadelphia, PA",19:23
"Teays Valley, WV",19:24
"Manhattan, NY",19:24
"Washington, DC",19:24
"Franklin Park, NJ",19:24
"Manhattan, NY",19:24
"Lacey, WA",19:24
"Falls Church, VA",19:24
"Short Pump, VA",19:24
"Manhattan, NY",19:24
"Vernon, NJ",19:24
"Philadelphia, PA",19:24
"North Carolina, USA",19:24
"Alexandria, VA",19:24
"San Diego, CA",19:24
"Beltsville, MD",19:24
"Washington, DC",19:24
"Saint-Gratien, Ile-de-France",19:24
"Manhattan, NY",19:24
"Fairfax Station, VA",19:24
"Melville, NY",19:24
"Brooklyn, NY",19:25
"Bensalem, PA",19:25
"Queens, NY",19:25
"Bayonne, NJ",19:25
"Washington, DC",19:25
"Washington, DC",19:25
"Manhattan, NY",19:25
"Maryland, USA",19:25
"Yonkers, NY",19:25
"Santa Monica, CA",19:25
Fairfax Corner,19:25
"The Hague, South Holland",19:25
"Washington, DC",19:25
"Philadelphia, PA",19:25
"Manhattan, NY",19:25
"Horsham, PA",19:25
"Silver Spring, MD",19:26
"Philadelphia, PA",19:26
"Manhattan, NY",19:26
"Brooklyn, NY",19:26
"Montclair, NJ",19:26
"Philadelphia, PA",19:26
"The Hague, South Holland",19:26
"Harleysville, PA",19:26
"Rockville, MD",19:26
"Illinois, USA",19:26
"Washington, DC",19:26
"Philadelphia, PA",19:26
"Washington, DC",19:26
"Los Angeles, CA",19:26
"Chicago, IL",19:26
"Manhattan, NY",19:26
"Emmaus, PA",19:26
"Washington, DC",19:26
"Galesburg, IL",19:26
"Barking, London",19:26
"Richmond, VA",19:26
"Philadelphia, PA",19:26
"Washington, DC",19:27
"Philadelphia, PA",19:27
"Shannondale, WV",19:27
"Wellington, FL",19:27
"Washington, DC",19:27
"Lamezia Terme, Calabria",19:27
"Manhattan, NY",19:27
Central Park - North Meadow,19:27
"Philadelphia, PA",19:27
"The Hague, South Holland",19:27
"Washington, DC",19:27
"Belton, TX",19:27
"Massachusetts, USA",19:32
"French Valley, CA",19:32
"Philadelphia, PA",19:32
"Carrizo Springs, TX",19:32
"Silver Spring, MD",19:32
"Philadelphia, PA",19:32
"Frederick, MD",19:32
"Kiryas Joel, NY",19:32
"Manhattan, NY",19:32
"Maryland, USA",19:32
"Omaha, NE",19:32
"Manhattan, NY",19:32
St. Nicholas Park,19:32
"Philadelphia, PA",19:32
"Washington, DC",19:32
"Manhattan, NY",19:32
"Pennsylvania, USA",19:32
"Blacksburg, VA",19:32
"Alexandria, VA",19:32
"Pennsylvania, USA",19:32
"Washington, DC",19:32
"Queens, NY",19:32
"Brooklyn, NY",19:32
"Arlington, VA",19:32
"Washington, DC",19:32
"Virginia, USA",19:32
"Washington, DC",19:33
"Philadelphia, PA",19:33
"Iowa City, IA",19:33
"Northport, NY",19:33
"Reston, VA",19:35
"Union, NJ",19:35
"Tacoma, WA",19:35
"Manhattan, NY",19:35
"Manhattan, NY",19:35
"Dupont Circle, Washington",19:35
"Manhattan, NY",19:35
"St Marys, OH",19:35
"Yonkers, NY",19:35
"New York, NY",19:36
"Manhattan, NY",19:36
"Manheim, PA",19:36
"Queens, NY",19:36
"Market Harborough, England",19:36
"South Temple, PA",19:36
"Millersville, PA",19:36
"Terre Haute, IN",19:36
"Delaware, USA",19:36
"Stony Brook, NY",19:36
"Philadelphia, PA",19:36
"Washington, DC",19:36
"Utah, USA",19:36
"Sandy, UT",19:36
"Philadelphia, PA",19:37
"Brooklyn, NY",19:37
"Manhattan, NY",19:37
"Maryland, USA",19:37
"Brooklyn, NY",19:37
"Arlington, VA",19:37
"Manhattan, NY",19:37
"Philadelphia, PA",19:37
"Pennsylvania, USA",19:37
"Virginia, USA",19:37
"San Diego, CA",19:37
"Queens, NY",19:37
"West Virginia, USA",19:37
"Philadelphia, PA",19:37
"Manhattan, NY",19:37
"Tysons Corner, VA",19:37
"Arlington-East Falls Church, Arlington",19:37
"New Baltimore, VA",19:37
"Brooklyn, NY",19:37
"Cascades, VA",19:37
"North Kensington, MD",19:37
"Manhattan, NY",19:38
"Philadelphia, PA",19:38
"Abingdon, MD",19:38
"Washington, DC",19:38
"Bergen, Norway",19:38
Meridian Hill Park,19:38
"Richmond, IN",19:38
"Washington, DC",19:38
"Fair Lawn, NJ",19:38
"Herbertsville, NJ",19:38
"Los Angeles, CA",19:38
"Hialeah, FL",19:38
"Manhattan, NY",19:38
"Solidaridad, Quintana Roo",19:38
"Sacramento, CA",19:38
"South Carolina, USA",19:38
"Washington, DC",19:38
"Baltimore, MD",19:38
"Fingal, Ireland",19:39
"Central Saanich, British Columbia",19:39
"Brooklyn, NY",19:39
"Washington, DC",19:39
"Brooklyn, NY",19:39
"Mount Vernon, NY",19:39
"Reston, VA",19:39
"Silver Spring, MD",19:39
"Brooklyn, NY",19:39
"Groveton, VA",19:40
"Leesburg, VA",19:40
"Hindley, England",19:40
"Bronx, NY",19:40
"Philadelphia, PA",19:40
"Nebraska, USA",19:40
"Manhattan, NY",19:40
"Pleasant Hills, MD",19:40
"Pennsylvania, USA",19:40
"Donegal, Ireland",19:40
"North Kensington, MD",19:40
"Manhattan, NY",19:40
"Fair Oaks, VA",19:40
"Connecticut, USA",19:40
"Bethlehem, PA",19:41
"Manhattan, NY",19:41
"Crofton, MD",19:41
"Reston, VA",19:41
"Manhattan, NY",19:41
"Brooklyn, NY",19:41
"Capitol Hill, Washington",19:41
"Oakton, VA",19:41
"Pennsylvania, USA",19:41
"Waterloo, IA",19:41
"The Hague, South Holland",19:41
"Maryland, USA",19:41
"Brooklyn, NY",19:41
"Queens, NY",19:42
"Salem, MA",19:42
"Washington, DC",19:42
"Washington, DC",19:42
"Virginia, USA",19:42
"Scugog, Ontario",19:42
"Washington, DC",19:42
"Kansas, USA",19:42
"Manhattan, NY",19:42
"Damascus, MD",19:42
"Drexel Hill, PA",19:42
"Washington, DC",19:42
"Arlington, VA",19:42
"Washington, DC",19:42
"Manhattan, NY",19:42
"Fair Oaks, VA",19:52
"Bayonne, NJ",19:52
"Manhattan, NY",19:52
"Bensalem, PA",20:00
"Prairieville, LA",20:00
"Brooklyn, NY",20:00
"Manhattan, NY",20:00
"Fairfax, VA",20:00
"Irvine, CA",20:00
"Manhattan, NY",20:00
"Manhattan, NY",20:00
"Sarasota, FL",20:00
"Brooklyn, NY",20:00
"Manhattan, NY",20:00
"Edgewood, MD",20:00
"Queens, NY",20:00
"Manhattan, NY",20:00
"Jersey City, NJ",20:01
"Washington, DC",20:01
"Delray Beach, FL",20:01
"Washington, DC",20:01
"Irvine, CA",20:01
"Frederick, MD",20:01
"Costa Mesa, CA",20:01
"Inglewood-Finn Hill, WA",20:01
"Washington, DC",20:01
"Windemere, TX",20:01
"Winnipeg, Manitoba",20:01
"Bromley, London",20:01
"Takoma Park, MD",20:01
"Baltimore, MD",20:01
"Nutley, NJ",20:01
Prospect Park (Long Meadow),20:02
"Staten Island, NY",20:02
"Manhattan, NY",20:02
"Midtown South, Manhattan",20:02
"Greensboro, NC",20:02
"Washington, DC",20:02
"Washington, DC",20:02
"Washington, DC",20:02
"Hartsdale, NY",20:02
"Plainedge, NY",20:02
"Maryland, USA",20:02
"Brooklyn, NY",20:02
"Pennsylvania, USA",20:02
"Carmel, IN",20:02
"Bethesda, MD",20:02
"Virginia, USA",20:03
"Bronx, NY",20:03
"Washington, DC",20:03
"Oregon, IL",20:03
"Brooklyn, NY",20:03
"Brooklyn, NY",20:03
"McKee City, NJ",20:03
"Queens, NY",20:03
"Washington, DC",20:03
"Brooklyn, NY",20:03
"Long Branch, NJ",20:03
"Springfield, VA",20:03
"Shepherdstown, WV",20:03
"Miraflores, Peru",20:03
"Washington, DC",20:03
"Greenwich, London",20:03
"Brooklyn, NY",20:04
"Marcus Hook, PA",20:04
"Kennewick, WA",20:04
"Los Angeles, CA",20:04
"Delhi, NY",20:04
"Downingtown, PA",20:04
"River Forest, IL",20:04
"Queens, NY",20:04
"Silver Spring, MD",20:04
"Virginia, USA",20:04
"Three Bridges, NJ",20:04
"Moss Beach, CA",20:04
"Rock Island, IL",20:04
"Fort Lauderdale, FL",20:04
"Miguel Hidalgo, Distrito Federal",20:04
"Montgomery Village, MD",20:05
"Herndon, VA",20:05
"New Milford, NJ",20:05
"Pennsylvania, USA",20:05
"Woodberry, Baltimore",20:05
"Washington, DC",20:05
"Philadelphia, PA",20:05
"Fremont, MI",20:05
"Joplin, MO",20:05
"Manhattan, NY",20:05
"Washington, DC",20:05
"Washington, DC",20:05
"Virginia, USA",20:05
"Texas, USA",20:05
"Charlottesville, VA",20:05
"Manhattan, NY",20:05
"Mount Holly, NJ",20:05
"Spring Lake, MI",20:06
"Glastonbury, CT",20:06
"Arlington, VA",20:06
"Manhattan, NY",20:06
"Germantown, MD",20:06
"Brooklyn, NY",20:06
"Plainview, NY",20:06
"Washington, DC",20:06
"Jersey City, NJ",20:06
"Brooklyn, NY",20:06
"Mere, England",20:06
"Indiana, USA",20:06
"Queens, NY",20:06
"Brooklyn, NY",20:07
"Washington, DC",20:07
"Manhattan, NY",20:07
"Glen Cove, NY",20:07
"Queens, NY",20:07
"Fredericksburg, VA",20:07
"New Jersey, USA",20:07
"Washington, DC",20:07
"Alexandria, VA",20:07
"Washington, DC",20:07
"North Bethesda, MD",20:07
"Georgia, USA",20:07
"Wheaton, MD",20:07
"Crown Heights, Brooklyn",20:07
"Newark, NJ",20:07
"Chantilly, VA",20:08
"Los Angeles, CA",20:08
"Nesconset, NY",20:08
"Reston, VA",20:08
"South Carolina, USA",20:08
"Garden City, NY",20:08
"Washington, DC",20:08
"Maryland, USA",20:08
"North Brunswick, NJ",20:08
"Queens, NY",20:08
"Arlington, VA",20:08
"Potomac, MD",20:08
"Manhattan, NY",20:08
"Queens, NY",20:09
"Manhattan, NY",20:09
"Manhattan, NY",20:09
"Edwardsville, IL",20:09
"Brooklyn, NY",20:09
"Jarrettsville, MD",20:09
"Austin, TX",20:09
"West Virginia, USA",20:09
"Manhattan, NY",20:09
"Washington, DC",20:09
"Canton, GA",20:09
"Washington, DC",20:09
"Alexandria, VA",20:09
"Manchester, England",20:09
"Maryland, USA",20:09
"Austin, TX",20:10
